Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label
8406-LNMHF,1,United States,California,Trona,93562,"35.74837, -117.384948",35.74837,-117.384948,Male,Yes,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Yes
1821-BUCWY,1,United States,California,Valyermo,93563,"34.39583, -117.734568",34.39583,-117.734568,Male,No,No,No,30,Yes,No,DSL,Yes,No,Yes
0023-UYUPN,1,United States,California,Ahwahnee,93601,"37.375816, -119.739935",37.375816,-119.739935,Female,Yes,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service
8314-DPQHL,1,United States,California,Auberry,93602,"36.991762, -119.242874",36.991762,-119.242874,Male,No,No,No,9,No,No phone service,DSL,Yes,No,Yes
1465-WCZVT,1,United States,California,Badger,93603,"36.64545, -118.924982",36.64545,-118.924982,Female,No,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service
9481-SFCQY,1,United States,California,Bass Lake,93604,"37.458367, -119.345011",37.458366999999996,-119.34501100000001,Female,No,No,Yes,14,Yes,No,DSL,No,No,Yes
6360-SVNWV,1,United States,California,Big Creek,93605,"37.17277, -119.2997",37.17277,-119.2997,Female,Yes,No,No,31,Yes,No,Fiber optic,Yes,No,No
0567-GGCAC,1,United States,California,Biola,93606,"36.798882, -120.019511",36.798882,-120.01951100000001,Female,No,No,No,7,Yes,No,DSL,Yes,Yes,Yes
8884-MRNSU,1,United States,California,Caruthers,93609,"36.5276, -119.865999",36.5276,-119.865999,Male,No,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service
2171-UDMFD,1,United States,California,Chowchilla,93610,"37.100948, -120.270136",37.100947999999995,-120.27013600000001,Male,No,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service
9050-IKDZA,1,United States,California,Clovis,93611,"36.917652, -119.593757",36.917652000000004,-119.59375700000001,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No
9802-CAQUT,1,United States,California,Coarsegold,93614,"37.212191, -119.749323",37.212191,-119.749323,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes
0187-WZNAB,1,United States,California,Del Rey,93616,"36.657462, -119.595293",36.657462,-119.595293,Female,No,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No
1475-VWVDO,1,United States,California,Dos Palos,93620,"37.045728, -120.630682",37.045728000000004,-120.63068200000001,Male,No,No,No,7,Yes,No,Fiber optic,No,No,Yes
1357-MVDOZ,1,United States,California,Firebaugh,93622,"36.785618, -120.625382",36.785618,-120.625382,Male,No,Yes,Yes,11,Yes,No,DSL,No,No,Yes
7602-MVRMB,1,United States,California,Fish Camp,93623,"37.483535, -119.679414",37.483534999999996,-119.679414,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes
1197-BVMVG,1,United States,California,Friant,93626,"37.027663, -119.69056",37.027663000000004,-119.69056,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No
5406-KGRMX,1,United States,California,Helm,93627,"36.520537, -120.118055",36.520537,-120.118055,Female,No,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service
5968-HYJRZ,1,United States,California,Kerman,93630,"36.727418, -120.123526",36.727418,-120.123526,Male,No,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service
5198-EFNBM,1,United States,California,Kingsburg,93631,"36.478239, -119.52137",36.478239,-119.52136999999999,Male,Yes,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes
7516-GMHUV,1,United States,California,Lakeshore,93634,"37.290606, -119.216328",37.290606,-119.216328,Male,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes
7140-ADSMJ,1,United States,California,Los Banos,93635,"36.995162, -120.955099",36.995162,-120.955099,Male,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service
2230-XTUWL,1,United States,California,Madera,93637,"36.902954, -120.194274",36.902954,-120.194274,Female,No,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service
7706-YLMQA,1,United States,California,Madera,93638,"37.004068, -119.930027",37.004068,-119.930027,Female,No,No,No,70,Yes,No,No,No internet service,No internet service,No internet service
2585-KTFRE,1,United States,California,Mendota,93640,"36.687292, -120.437354",36.687292,-120.437354,Male,No,No,Yes,1,Yes,No,DSL,Yes,Yes,No
7994-UYIVZ,1,United States,California,Miramonte,93641,"36.696759, -119.024051",36.696759,-119.024051,Male,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No
7717-BICXI,1,United States,California,O Neals,93645,"37.140104, -119.657092",37.140104,-119.65709199999999,Male,No,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service
6559-RAKOZ,1,United States,California,Orange Cove,93646,"36.633498, -119.298895",36.633497999999996,-119.298895,Male,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No
4716-MRVEN,1,United States,California,Parlier,93648,"36.622237, -119.521126",36.622237,-119.521126,Female,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service
2143-LJULT,1,United States,California,Fresno,93650,"36.841655, -119.797113",36.841654999999996,-119.79711299999998,Female,No,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service
3200-MNQTF,1,United States,California,Raisin City,93652,"36.594542, -119.905245",36.594542,-119.905245,Male,No,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes
6164-HXUGH,1,United States,California,Raymond,93653,"37.252057, -119.95783",37.252057,-119.95783,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service
5630-IXDXV,1,United States,California,Reedley,93654,"36.636638, -119.421842",36.636638,-119.421842,Female,No,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes
0320-DWVTU,1,United States,California,Riverdale,93656,"36.452211, -119.94575",36.452211,-119.94575,Female,No,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes
9135-MGVPY,1,United States,California,Sanger,93657,"36.819628, -119.440414",36.819628,-119.44041399999999,Male,No,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes
1212-GLHMD,1,United States,California,San Joaquin,93660,"36.600193, -120.153393",36.600193,-120.153393,Male,No,No,No,3,Yes,No,Fiber optic,Yes,No,No
7878-JGDKK,1,United States,California,Selma,93662,"36.545322, -119.642281",36.545322,-119.64228100000001,Male,No,No,No,4,Yes,No,DSL,No,No,No
1088-AUUZZ,1,United States,California,Shaver Lake,93664,"37.223, -119.001021",37.223,-119.001021,Male,No,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No
6614-YWYSC,1,United States,California,Sultana,93666,"36.545353, -119.338535",36.545353000000006,-119.33853500000001,Male,Yes,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service
9588-OZDMQ,1,United States,California,Tollhouse,93667,"36.993666, -119.348267",36.993666,-119.34826699999999,Female,No,Yes,No,2,Yes,No,DSL,No,No,No
6476-EPYZR,1,United States,California,Wishon,93669,"37.287758, -119.548156",37.287758000000004,-119.548156,Male,No,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service
1174-FGIFN,1,United States,California,Squaw Valley,93675,"36.719141, -119.202677",36.719141,-119.20267700000001,Female,No,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No
6620-HVDUJ,1,United States,California,Fresno,93701,"36.749403, -119.787574",36.749403,-119.78757399999999,Male,No,No,No,24,Yes,No,DSL,Yes,Yes,No
1032-MAELW,1,United States,California,Fresno,93703,"36.768774, -119.762633",36.768774,-119.76263300000001,Female,No,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes
7641-TQFHN,1,United States,California,Fresno,93704,"36.799648, -119.801247",36.799648,-119.801247,Male,No,No,Yes,39,Yes,Yes,Fiber optic,No,No,No
1552-TKMXS,1,United States,California,Fresno,93705,"36.78724, -119.827813",36.787240000000004,-119.82781299999999,Female,No,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service
8622-ZLFKO,1,United States,California,Fresno,93710,"36.822715, -119.761826",36.822715,-119.761826,Female,No,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No
6188-UXBBR,1,United States,California,Fresno,93720,"36.878709, -119.7645",36.878709,-119.7645,Female,No,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service
2333-KWEWW,1,United States,California,Fresno,93721,"36.732694, -119.783786",36.732694,-119.783786,Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service
5702-SKUOB,1,United States,California,Fresno,93722,"36.78979, -119.929894",36.78979,-119.92989399999999,Female,No,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service
1134-YWTYF,1,United States,California,Fresno,93725,"36.623632, -119.741322",36.623632,-119.741322,Male,No,Yes,No,27,Yes,No,DSL,No,Yes,No
6061-GWWAV,1,United States,California,Fresno,93726,"36.793601, -119.761131",36.793601,-119.761131,Male,No,No,Yes,41,Yes,No,DSL,Yes,Yes,Yes
0679-TDGAK,1,United States,California,Fresno,93727,"36.751489, -119.68072",36.751489,-119.68072,Male,No,Yes,Yes,50,Yes,No,DSL,Yes,No,No
6585-WCEWR,1,United States,California,Fresno,93728,"36.757345, -119.818274",36.757345,-119.818274,Male,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service
9067-YGSCA,1,United States,California,Salinas,93901,"36.64152, -121.622188",36.64152,-121.622188,Female,No,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service
9067-SQTNS,1,United States,California,Salinas,93905,"36.667794, -121.601306",36.667794,-121.60130600000001,Male,No,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service
1776-SPBWV,1,United States,California,Salinas,93907,"36.77462, -121.664714",36.77462,-121.66471399999999,Female,No,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service
8735-SDUFN,1,United States,California,Salinas,93908,"36.624338, -121.615669",36.624338,-121.615669,Female,Yes,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service
9668-PUGNU,1,United States,California,Big Sur,93920,"36.092975, -121.549826",36.092975,-121.549826,Male,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service
9405-GPBBG,1,United States,California,Carmel By The Sea,93921,"36.554618, -121.922239",36.554618,-121.92223899999999,Female,No,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes
1926-QUZNN,1,United States,California,Carmel,93923,"36.460611, -121.852507",36.460611,-121.852507,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service
7016-NVRIC,1,United States,California,Chualar,93925,"36.596271, -121.442274",36.596271,-121.442274,Male,Yes,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes
5829-NVSQN,1,United States,California,Gonzales,93926,"36.52588, -121.396719",36.52588,-121.39671899999999,Female,No,Yes,No,23,Yes,No,DSL,Yes,No,Yes
9565-AXSMR,1,United States,California,Greenfield,93927,"36.248708, -121.386617",36.248708,-121.38661699999999,Male,No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service
8869-LIHMK,1,United States,California,King City,93930,"36.220761, -120.980777",36.220760999999996,-120.980777,Female,No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes
0447-RXSGD,1,United States,California,Monterey,93940,"36.362741, -121.869685",36.362741,-121.869685,Male,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,No
4927-WWOOZ,1,United States,California,Pacific Grove,93950,"36.618337, -121.926417",36.618337,-121.92641699999999,Male,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes
5788-YPOEG,1,United States,California,Pebble Beach,93953,"36.587497, -121.944815",36.587497,-121.94481499999999,Female,No,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes
0661-KBKPA,1,United States,California,Seaside,93955,"36.625114, -121.823565",36.625114,-121.82356499999999,Male,No,Yes,Yes,53,Yes,Yes,DSL,No,No,Yes
9081-WWXKP,1,United States,California,Soledad,93960,"36.414216, -121.360597",36.414215999999996,-121.360597,Female,No,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service
0784-ZQJZX,1,United States,California,Spreckels,93962,"36.624641, -121.647195",36.624641,-121.647195,Male,No,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service
3133-PZNSR,1,United States,California,Belmont,94002,"37.509366, -122.306132",37.509366,-122.306132,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No
0722-SVSFK,1,United States,California,Half Moon Bay,94019,"37.45567, -122.407992",37.45567,-122.407992,Female,No,No,No,7,Yes,No,Fiber optic,No,No,Yes
3612-YVGSJ,1,United States,California,La Honda,94020,"37.285677, -122.224165",37.285677,-122.22416499999999,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service
9825-YCXWZ,1,United States,California,Loma Mar,94021,"37.266388, -122.26308",37.266388,-122.26308,Female,Yes,No,No,41,Yes,No,Fiber optic,No,No,Yes
5397-NSKQG,1,United States,California,Los Altos,94022,"37.349546, -122.134356",37.349546000000004,-122.13435600000001,Male,No,Yes,Yes,67,No,No phone service,DSL,Yes,No,No
8565-HBFNN,1,United States,California,Los Altos,94024,"37.352911, -122.093002",37.352911,-122.093002,Male,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes
2000-DHJUY,1,United States,California,Menlo Park,94025,"37.449551, -122.183762",37.449551,-122.18376200000002,Female,Yes,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes
8670-ERCJH,1,United States,California,Portola Valley,94028,"37.369709, -122.215844",37.369709,-122.21584399999999,Male,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes
7758-UJWYS,1,United States,California,Millbrae,94030,"37.601248, -122.403099",37.601248,-122.403099,Male,No,Yes,Yes,34,No,No phone service,DSL,No,No,No
2050-ONYDQ,1,United States,California,Montara,94037,"37.540582, -122.509594",37.540582,-122.50959399999999,Female,No,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service
7055-JCGNI,1,United States,California,Moss Beach,94038,"37.515556, -122.502311",37.515556,-122.502311,Female,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes
0739-UUAJR,1,United States,California,Mountain View,94040,"37.380662, -122.086022",37.380662,-122.086022,Female,No,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes
4826-DXMUP,1,United States,California,Mountain View,94041,"37.388349, -122.075299",37.388349,-122.075299,Male,No,No,Yes,35,Yes,No,DSL,No,No,No
7285-KLOTR,1,United States,California,Pacifica,94044,"37.573633, -122.455167",37.573633,-122.45516699999999,Female,No,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes
0654-PQKDW,1,United States,California,Pescadero,94060,"37.22565, -122.297533",37.22565,-122.297533,Female,No,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes
7175-NTIXE,1,United States,California,Redwood City,94061,"37.461251, -122.235414",37.461251000000004,-122.23541399999999,Female,No,No,No,25,Yes,No,DSL,Yes,No,No
7963-SHNDT,1,United States,California,Redwood City,94062,"37.410567, -122.297152",37.410567,-122.297152,Female,No,No,No,52,No,No phone service,DSL,Yes,Yes,No
9796-BPKIW,1,United States,California,Redwood City,94063,"37.499411, -122.196318",37.499411,-122.19631799999999,Male,Yes,No,No,8,Yes,No,Fiber optic,No,No,No
0188-GWFLE,1,United States,California,Redwood City,94065,"37.527497, -122.230941",37.527497,-122.23094099999999,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service
8129-GMVGI,1,United States,California,San Bruno,94066,"37.624436, -122.430661",37.624435999999996,-122.43066100000001,Female,No,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service
2882-DDZPG,1,United States,California,San Carlos,94070,"37.497915, -122.267361",37.497915,-122.26736100000001,Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service
3547-LQRIK,1,United States,California,San Gregorio,94074,"37.331762, -122.341444",37.331762,-122.341444,Female,No,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service
9137-NOQKA,1,United States,California,South San Francisco,94080,"37.654436, -122.426468",37.654436,-122.426468,Male,Yes,No,No,2,Yes,No,No,No internet service,No internet service,No internet service
5843-TTHGI,1,United States,California,Sunnyvale,94086,"37.378541, -122.020456",37.378541,-122.02045600000001,Female,No,No,No,18,Yes,No,DSL,No,No,Yes
1849-RJYIG,1,United States,California,Sunnyvale,94087,"37.3511, -122.037311",37.3511,-122.03731100000002,Female,No,No,No,8,Yes,No,DSL,Yes,No,No
8868-GAGIO,1,United States,California,Sunnyvale,94089,"37.421633, -122.009613",37.421633,-122.00961299999999,Male,No,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes
4061-UKJWL,1,United States,California,San Francisco,94102,"37.7795, -122.419233",37.7795,-122.419233,Male,No,No,No,3,Yes,No,DSL,No,No,No
5380-XPJNZ,1,United States,California,San Francisco,94103,"37.773147, -122.411287",37.773146999999994,-122.41128700000002,Female,No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service
8263-QMNTJ,1,United States,California,San Francisco,94104,"37.791222, -122.402241",37.791222,-122.40224099999999,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes
3230-JCNZS,1,United States,California,San Francisco,94107,"37.768881, -122.395521",37.768881,-122.395521,Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes
0277-ORXQS,1,United States,California,San Francisco,94108,"37.791998, -122.408653",37.791998,-122.408653,Male,No,Yes,Yes,66,No,No phone service,DSL,No,No,No
7996-BPXHY,1,United States,California,San Francisco,94111,"37.801776, -122.402293",37.801776000000004,-122.402293,Female,No,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service
3227-WLKLI,1,United States,California,San Francisco,94112,"37.720498, -122.443119",37.720498,-122.443119,Female,No,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes
2266-FUBDZ,1,United States,California,San Francisco,94115,"37.786031, -122.437301",37.786031,-122.437301,Male,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service
8237-ULIXL,1,United States,California,San Francisco,94116,"37.74441, -122.486764",37.744409999999995,-122.486764,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service
8216-AZUUZ,1,United States,California,San Francisco,94118,"37.781304, -122.461522",37.781304,-122.461522,Female,No,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes
9153-BTBVV,1,United States,California,San Francisco,94121,"37.776718, -122.495781",37.776718,-122.49578100000001,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service
5186-PEIZU,1,United States,California,San Francisco,94124,"37.731505, -122.384532",37.731505,-122.38453200000001,Female,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service
1074-AMIOH,1,United States,California,San Francisco,94127,"37.736535, -122.45732",37.736534999999996,-122.45732,Female,No,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes
4361-FEBGN,1,United States,California,San Francisco,94131,"37.746699, -122.442833",37.746699,-122.44283300000001,Male,No,No,No,48,Yes,No,No,No internet service,No internet service,No internet service
7748-UMTRK,1,United States,California,San Francisco,94132,"37.722302, -122.491129",37.722302,-122.491129,Female,Yes,No,Yes,30,Yes,Yes,Fiber optic,No,No,No
0380-ZCSBI,1,United States,California,San Francisco,94133,"37.802071, -122.411004",37.802071000000005,-122.411004,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service
7145-FEJWU,1,United States,California,San Francisco,94134,"37.721052, -122.413573",37.721052,-122.413573,Female,No,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes
6463-MVYRY,1,United States,California,Palo Alto,94301,"37.444314, -122.149996",37.444314,-122.149996,Female,Yes,No,No,57,Yes,No,DSL,Yes,No,Yes
3969-JQABI,1,United States,California,Palo Alto,94303,"37.45809, -122.115398",37.458090000000006,-122.115398,Female,No,Yes,No,58,Yes,No,DSL,Yes,Yes,No
9624-EGDEQ,1,United States,California,Palo Alto,94304,"37.386978, -122.177746",37.386978000000006,-122.177746,Female,No,No,No,37,Yes,No,No,No internet service,No internet service,No internet service
1051-EQPZR,1,United States,California,Stanford,94305,"37.424342, -122.165641",37.424341999999996,-122.165641,Female,No,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service
5849-ASHZJ,1,United States,California,Palo Alto,94306,"37.416159, -122.131337",37.416159,-122.13133700000002,Male,No,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service
5780-INQIK,1,United States,California,San Mateo,94401,"37.590421, -122.306467",37.590421,-122.306467,Female,No,No,No,8,Yes,No,DSL,No,No,No
4526-ZJJTM,1,United States,California,San Mateo,94403,"37.538309, -122.305109",37.538309000000005,-122.305109,Female,Yes,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes
8384-FZBJK,1,United States,California,San Mateo,94404,"37.556094, -122.272437",37.556094,-122.27243700000001,Female,No,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No
3750-RNQKR,1,United States,California,Alameda,94501,"37.774633, -122.274434",37.774633,-122.27443400000001,Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service
0962-CQPWQ,1,United States,California,Alameda,94502,"37.724817, -122.224363",37.724817,-122.22436299999998,Female,No,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service
3096-YXENJ,1,United States,California,Danville,94506,"37.791481, -121.903253",37.791481,-121.903253,Female,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes
1265-BCFEO,1,United States,California,Alamo,94507,"37.855717, -121.994813",37.855717,-121.994813,Female,No,Yes,No,71,Yes,Yes,DSL,No,No,Yes
5837-LXSDN,1,United States,California,Angwin,94508,"38.542448, -122.419923",38.542448,-122.419923,Female,No,Yes,Yes,21,Yes,No,DSL,No,Yes,No
5945-AZYHT,1,United States,California,Antioch,94509,"37.980057, -121.801599",37.980057,-121.801599,Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes
8325-QRPZR,1,United States,California,Benicia,94510,"38.113533, -122.11926",38.113533000000004,-122.11926000000001,Female,No,No,No,7,Yes,No,Fiber optic,No,No,Yes
6384-VMJHP,1,United States,California,Bethel Island,94511,"38.050558, -121.646924",38.050558,-121.646924,Female,No,No,No,72,Yes,No,DSL,Yes,Yes,Yes
2262-SLNVK,1,United States,California,Birds Landing,94512,"38.140719, -121.838298",38.140719,-121.838298,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No
7730-CLDSV,1,United States,California,Brentwood,94513,"37.908242, -121.682472",37.908242,-121.682472,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes
1135-HIORI,1,United States,California,Byron,94514,"37.83323, -121.601461",37.83323,-121.60146100000001,Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes
0164-APGRB,1,United States,California,Calistoga,94515,"38.629618, -122.593216",38.629618,-122.593216,Female,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes
6481-ESCNL,1,United States,California,Clayton,94517,"37.881842, -121.848111",37.881842,-121.84811100000002,Female,No,No,No,29,Yes,Yes,Fiber optic,No,No,Yes
1790-NESIO,1,United States,California,Concord,94518,"37.950248, -122.022455",37.950247999999995,-122.02245500000001,Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service
1550-EENBN,1,United States,California,Concord,94519,"37.990118, -122.012188",37.990118,-122.012188,Female,No,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No
8198-RKSZG,1,United States,California,El Cerrito,94530,"37.924838, -122.289145",37.924838,-122.28914499999999,Female,No,Yes,Yes,14,Yes,Yes,DSL,No,Yes,No
9297-EONCV,1,United States,California,Fremont,94536,"37.572273, -121.964583",37.572272999999996,-121.964583,Female,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes
1069-QJOEE,1,United States,California,Hayward,94541,"37.674002, -122.076796",37.674002,-122.076796,Male,No,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service
7799-DSEWS,1,United States,California,Hayward,94544,"37.639215, -122.037554",37.639215,-122.037554,Male,No,No,No,18,Yes,No,DSL,Yes,No,Yes
8766-PAFNE,1,United States,California,Hayward,94545,"37.62984, -122.120843",37.62984,-122.120843,Male,No,Yes,No,71,Yes,No,DSL,No,Yes,Yes
5315-CKEQK,1,United States,California,Castro Valley,94546,"37.708327, -122.083473",37.708327000000004,-122.083473,Male,Yes,Yes,Yes,28,Yes,Yes,DSL,No,No,No
3130-ICDUP,1,United States,California,Hercules,94547,"37.991259, -122.214945",37.991259,-122.214945,Female,No,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No
0820-FNRNX,1,United States,California,Lafayette,94549,"37.907777, -122.127161",37.907777,-122.12716100000002,Male,No,Yes,Yes,17,Yes,Yes,DSL,No,Yes,Yes
0880-FVFWF,1,United States,California,Livermore,94550,"37.571748, -121.659562",37.571748,-121.65956200000001,Male,No,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No
4611-ANLQC,1,United States,California,Castro Valley,94552,"37.722727, -122.02157",37.722727,-122.02157,Female,No,Yes,No,60,No,No phone service,DSL,Yes,Yes,Yes
4213-HKBJO,1,United States,California,Martinez,94553,"38.014457, -122.115432",38.014457,-122.11543200000001,Female,No,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service
2792-LSHWX,1,United States,California,Fremont,94555,"37.555473, -122.080312",37.555473,-122.080312,Female,No,No,No,1,Yes,No,Fiber optic,Yes,Yes,No
0014-BMAQU,1,United States,California,Napa,94558,"38.489789, -122.27011",38.489789,-122.27011,Male,No,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No
9018-PCIOK,1,United States,California,Newark,94560,"37.504133, -122.032347",37.504133,-122.032347,Female,No,No,No,55,Yes,No,DSL,No,Yes,Yes
4837-QUSFT,1,United States,California,Oakley,94561,"37.999406, -121.686241",37.999406,-121.686241,Female,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No
9953-ZMKSM,1,United States,California,Pinole,94564,"37.996462, -122.293716",37.996462,-122.29371599999999,Male,No,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service
0907-HQNTS,1,United States,California,Pittsburg,94565,"38.006047, -121.916834",38.006046999999995,-121.91683400000001,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes
7665-NKLAV,1,United States,California,Pleasanton,94566,"37.633361, -121.862395",37.633361,-121.86239499999999,Female,No,Yes,Yes,36,No,No phone service,DSL,Yes,No,Yes
4391-LNRXK,1,United States,California,Port Costa,94569,"38.035707, -122.196821",38.035707,-122.196821,Male,No,No,No,22,Yes,No,Fiber optic,No,Yes,Yes
8250-ZNGGW,1,United States,California,Rio Vista,94571,"38.148862, -121.737696",38.148862,-121.737696,Female,Yes,No,No,5,Yes,No,DSL,Yes,Yes,No
8562-GHPPI,1,United States,California,San Leandro,94577,"37.717196, -122.159338",37.717196,-122.15933799999999,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service
5893-PYOLZ,1,United States,California,San Leandro,94578,"37.704384, -122.126703",37.704384000000005,-122.126703,Male,No,No,No,56,Yes,No,DSL,No,Yes,Yes
4986-MXSFP,1,United States,California,San Leandro,94579,"37.687264, -122.15728",37.687264,-122.15728,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service
6131-FOYAS,1,United States,California,San Lorenzo,94580,"37.676249, -122.132415",37.676249,-122.132415,Male,No,No,No,35,Yes,Yes,DSL,Yes,No,Yes
3027-YNWZU,1,United States,California,San Ramon,94583,"37.766556, -121.976784",37.766556,-121.97678400000001,Female,No,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service
